896.35	3010.49
897.98	3023.05
899.60	3023.05
901.22	3042.93
902.85	3025.14
904.47	3050.26
906.10	3049.21
907.72	3052.35
909.34	3077.46
910.97	3091.07
912.59	3111.99
914.21	3147.57
915.84	3165.36
917.46	3206.17
919.08	3232.33
920.71	3251.17
922.33	3278.37
923.95	3282.56
925.58	3302.44
927.20	3304.53
928.82	3312.90
930.44	3335.92
932.07	3316.04
933.69	3322.32
935.31	3328.60
936.93	3342.20
938.56	3348.48
940.18	3354.76
941.80	3352.67
943.42	3361.04
945.05	3374.64
946.67	3363.13
948.29	3373.59
949.91	3366.27
951.53	3379.87
953.16	3379.87
954.78	3373.59
956.40	3358.94
958.02	3363.13
959.64	3370.46
961.26	3368.36
962.88	3369.41
964.51	3355.81
966.13	3381.97
967.75	3378.83
969.37	3369.41
970.99	3370.46
972.61	3370.46
974.23	3370.46
975.85	3374.64
977.47	3378.83
979.09	3375.69
980.71	3371.50
982.33	3383.01
983.95	3381.97
985.57	3390.34
987.19	3381.97
988.81	3396.62
990.43	3391.38
992.05	3390.34
993.67	3403.94
995.29	3410.22
996.91	3408.13
998.53	3426.96
1000.15	3429.05
1001.77	3428.01
1003.39	3424.87
1005.01	3432.19
1006.63	3432.19
1008.25	3447.89
1009.86	3452.07
1011.48	3448.94
1013.10	3446.84
1014.72	3459.40
1016.34	3455.21
1017.96	3478.23
1019.58	3458.35
1021.19	3464.63
1022.81	3481.37
1024.43	3485.56
1026.05	3481.37
1027.66	3489.74
1029.28	3492.88
1030.90	3498.12
1032.52	3485.56
1034.13	3497.07
1035.75	3502.30
1037.37	3505.44
1038.98	3504.39
1040.60	3507.53
1042.22	3497.07
1043.83	3516.95
1045.45	3505.44
1047.07	3505.44
1048.68	3512.77
1050.30	3498.12
1051.92	3509.63
1053.53	3514.86
1055.15	3514.86
1056.76	3505.44
1058.38	3510.67
1059.99	3519.04
1061.61	3501.26
1063.22	3502.30
1064.84	3511.72
1066.46	3514.86
1068.07	3502.30
1069.68	3504.39
1071.30	3509.63
1072.91	3496.02
1074.53	3491.84
1076.14	3509.63
1077.76	3483.47
1079.37	3494.98
1080.98	3473.00
1082.60	3488.70
1084.21	3477.19
1085.83	3478.23
1087.44	3484.51
1089.05	3467.77
1090.67	3459.40
1092.28	3467.77
1093.89	3474.05
1095.50	3474.05
1097.12	3468.82
1098.73	3480.33
1100.34	3462.54
1101.95	3466.72
1103.57	3466.72
1105.18	3457.31
1106.79	3448.94
1108.40	3464.63
1110.01	3463.58
1111.63	3468.82
1113.24	3467.77
1114.85	3463.58
1116.46	3463.58
1118.07	3478.23
1119.68	3453.12
1121.29	3469.86
1122.90	3458.35
1124.51	3462.54
1126.12	3466.72
1127.73	3471.96
1129.34	3468.82
1130.95	3470.91
1132.56	3478.23
1134.17	3451.03
1135.78	3460.45
1137.39	3474.05
1139.00	3452.07
1140.61	3454.17
1142.22	3461.49
1143.83	3455.21
1145.44	3452.07
1147.05	3458.35
1148.65	3458.35
1150.26	3448.94
1151.87	3438.47
1153.48	3447.89
1155.09	3452.07
1156.69	3447.89
1158.30	3436.38
1159.91	3444.75
1161.52	3449.98
1163.12	3455.21
1164.73	3449.98
1166.34	3455.21
1167.94	3441.61
1169.55	3456.26
1171.16	3439.52
1172.76	3455.21
1174.37	3457.31
1175.97	3467.77
