896.35	2854.58
897.98	2857.72
899.60	2858.77
901.22	2865.04
902.85	2860.86
904.47	2874.46
906.10	2873.42
907.72	2870.28
909.34	2885.97
910.97	2897.48
912.59	2912.13
914.21	2933.06
915.84	2943.52
917.46	2965.50
919.08	2987.47
920.71	2987.47
922.33	3008.40
923.95	3009.45
925.58	3030.38
927.20	3018.86
928.82	3031.42
930.44	3046.07
932.07	3038.75
933.69	3031.42
935.31	3048.16
936.93	3038.75
938.56	3047.12
940.18	3056.54
941.80	3048.16
943.42	3058.63
945.05	3078.51
946.67	3063.86
948.29	3065.95
949.91	3063.86
951.53	3082.70
953.16	3078.51
954.78	3084.79
956.40	3064.91
958.02	3075.37
959.64	3070.14
961.26	3070.14
962.88	3072.23
964.51	3064.91
966.13	3083.74
967.75	3084.79
969.37	3065.95
970.99	3073.28
972.61	3064.91
974.23	3063.86
975.85	3075.37
977.47	3082.70
979.09	3076.42
980.71	3075.37
982.33	3083.74
983.95	3083.74
985.57	3091.07
987.19	3083.74
988.81	3088.97
990.43	3085.83
992.05	3091.07
993.67	3108.86
995.29	3093.16
996.91	3075.37
998.53	3095.25
1000.15	3107.81
1001.77	3106.76
1003.39	3115.13
1005.01	3107.81
1006.63	3116.18
1008.25	3122.46
1009.86	3129.78
1011.48	3121.41
1013.10	3122.46
1014.72	3137.11
1016.34	3136.06
1017.96	3154.90
1019.58	3137.11
1021.19	3128.74
1022.81	3139.20
1024.43	3151.76
1026.05	3144.43
1027.66	3149.66
1029.28	3148.62
1030.90	3147.57
1032.52	3148.62
1034.13	3160.13
1035.75	3164.31
1037.37	3148.62
1038.98	3167.45
1040.60	3151.76
1042.22	3149.66
1043.83	3146.53
1045.45	3163.27
1047.07	3155.94
1048.68	3169.55
1050.30	3156.99
1051.92	3158.04
1053.53	3155.94
1055.15	3176.87
1056.76	3162.22
1058.38	3152.80
1059.99	3170.59
1061.61	3167.45
1063.22	3151.76
1064.84	3161.18
1066.46	3156.99
1068.07	3154.90
1069.68	3163.27
1071.30	3177.92
1072.91	3155.94
1074.53	3152.80
1076.14	3160.13
1077.76	3143.39
1079.37	3151.76
1080.98	3132.92
1082.60	3146.53
1084.21	3151.76
1085.83	3153.85
1087.44	3159.08
1089.05	3142.34
1090.67	3144.43
1092.28	3138.15
1093.89	3154.90
1095.50	3150.71
1097.12	3143.39
1098.73	3152.80
1100.34	3132.92
1101.95	3145.48
1103.57	3151.76
1105.18	3135.02
1106.79	3132.92
1108.40	3150.71
1110.01	3153.85
1111.63	3146.53
1113.24	3144.43
1114.85	3142.34
1116.46	3143.39
1118.07	3150.71
1119.68	3145.48
1121.29	3149.66
1122.90	3144.43
1124.51	3149.66
1126.12	3154.90
1127.73	3158.04
1129.34	3165.36
1130.95	3165.36
1132.56	3163.27
1134.17	3127.69
1135.78	3160.13
1137.39	3151.76
1139.00	3137.11
1140.61	3144.43
1142.22	3151.76
1143.83	3145.48
1145.44	3149.66
1147.05	3150.71
1148.65	3161.18
1150.26	3138.15
1151.87	3131.88
1153.48	3144.43
1155.09	3152.80
1156.69	3158.04
1158.30	3143.39
1159.91	3149.66
1161.52	3155.94
1163.12	3145.48
1164.73	3133.97
1166.34	3146.53
1167.94	3148.62
1169.55	3150.71
1171.16	3161.18
1172.76	3151.76
1174.37	3156.99
1175.97	3159.08
1177.58	3142.34
1179.19	3158.04
1180.79	3147.57
1182.40	3154.90
1184.00	3144.43
1185.61	3162.22
1187.21	3160.13
1188.82	3162.22
1190.42	3151.76
1192.02	3149.66
1193.63	3138.15
1195.23	3153.85
1196.84	3155.94
1198.44	3149.66
1200.04	3159.08
1201.65	3153.85
1203.25	3159.08
1204.85	3164.31
1206.46	3135.02
1208.06	3150.71
1209.66	3137.11
1211.26	3141.29
1212.87	3166.41
1214.47	3146.53
1216.07	3150.71
1217.67	3146.53
1219.27	3147.57
1220.87	3146.53
1222.48	3143.39
1224.08	3142.34
1225.68	3149.66
1227.28	3144.43
1228.88	3132.92
1230.48	3147.57
1232.08	3135.02
1233.68	3147.57
1235.28	3140.25
1236.88	3131.88
1238.48	3124.55
1240.08	3151.76
1241.68	3123.50
1243.28	3127.69
1244.87	3124.55
1246.47	3118.27
1248.07	3122.46
1249.67	3123.50
1251.27	3126.64
1252.87	3106.76
1254.46	3098.39
1256.06	3107.81
1257.66	3108.86
1259.26	3104.67
1260.85	3114.09
1262.45	3107.81
1264.05	3110.95
1265.64	3104.67
1267.24	3113.04
1268.83	3106.76
1270.43	3105.72
1272.03	3119.32
1273.62	3111.99
1275.22	3096.30
1276.81	3105.72
1278.41	3095.25
1280.00	3101.53
1281.60	3095.25
1283.19	3091.07
1284.79	3094.21
1286.38	3090.02
1287.97	3093.16
1289.57	3081.65
1291.16	3091.07
1292.75	3081.65
1294.35	3091.07
1295.94	3086.88
1297.53	3101.53
1299.12	3080.60
1300.72	3093.16
1302.31	3064.91
1303.90	3094.21
1305.49	3095.25
1307.08	3072.23
1308.68	3080.60
1310.27	3079.56
1311.86	3073.28
1313.45	3065.95
1315.04	3058.63
1316.63	3064.91
1318.22	3068.05
1319.81	3049.21
1321.40	3062.81
1322.99	3069.09
1324.58	3047.12
1326.17	3055.49
1327.75	3049.21
1329.34	3057.58
1330.93	3047.12
1332.52	3045.02
1334.11	3035.61
1335.70	3038.75
1337.28	3026.19
1338.87	3038.75
1340.46	3036.65
1342.05	3026.19
1343.63	3032.47
1345.22	3029.33
1346.81	3036.65
1348.39	3026.19
1349.98	3026.19
1351.56	3022.00
1353.15	3018.86
1354.73	3022.00
1356.32	3009.45
1357.90	3009.45
1359.49	3002.12
1361.07	2993.75
1362.66	2992.70
1364.24	2993.75
1365.82	2997.94
1367.41	2996.89
1368.99	2982.24
1370.57	2978.06
1372.16	2989.57
1373.74	2984.33
1375.32	2986.43
1376.91	2964.45
1378.49	2946.66
1380.07	2925.74
1381.65	2934.11
1383.23	2920.50
1384.81	2923.64
1386.39	2916.32
1387.97	2920.50
1389.55	2908.99
1391.14	2899.58
1392.72	2893.30
1394.29	2894.34
1395.87	2892.25
1397.45	2880.74
1399.03	2885.97
1400.61	2880.74
1402.19	2877.60
1403.77	2869.23
1405.35	2882.83
1406.92	2871.32
1408.50	2864.00
1410.08	2859.81
1411.66	2855.63
1413.23	2854.58
1414.81	2854.58
1416.39	2847.26
1417.96	2847.26
1419.54	2838.88
1421.12	2843.07
1422.69	2852.49
1424.27	2833.65
1425.84	2844.12
1427.42	2838.88
1428.99	2842.02
1430.57	2838.88
1432.14	2834.70
1433.71	2837.84
1435.29	2854.58
1436.86	2847.26
1438.43	2836.79
1440.01	2835.74
1441.58	2717.50
1443.15	2840.98
1444.72	2840.98
1446.30	2838.88
1447.87	2843.07
1449.44	2829.47
1451.01	2826.33
1452.58	2836.79
1454.15	2832.61
1455.72	2824.23
1457.29	2825.28
1458.86	2830.51
1460.43	2831.56
1462.00	2847.26
1463.57	2832.61
1465.14	2834.70
1466.71	2828.42
1468.28	2834.70
1469.85	2833.65
1471.41	2843.07
1472.98	2835.74
1474.55	2840.98
1476.12	2825.28
1477.68	2826.33
1479.25	2849.35
1480.82	2831.56
1482.38	2837.84
1483.95	2824.23
1485.51	2840.98
1487.08	2848.30
1488.64	2843.07
1490.21	2846.21
1491.77	2837.84
1493.34	2852.49
1494.90	2832.61
1496.46	2826.33
1498.03	2842.02
1499.59	2839.93
1501.15	2839.93
1502.72	2842.02
1504.28	2832.61
1505.84	2833.65
1507.40	2830.51
1508.97	2852.49
1510.53	2851.44
1512.09	2858.77
1513.65	2856.67
1515.21	2857.72
1516.77	2838.88
1518.33	2856.67
1519.89	2842.02
1521.45	2840.98
1523.01	2850.39
1524.57	2850.39
1526.13	2844.12
1527.68	2844.12
1529.24	2861.90
1530.80	2858.77
1532.36	2856.67
1533.92	2843.07
1535.47	2833.65
1537.03	2847.26
1538.59	2853.53
1540.14	2846.21
1541.70	2834.70
1543.25	2850.39
1544.81	2846.21
1546.36	2851.44
1547.92	2828.42
1549.47	2839.93
1551.03	2842.02
1552.58	2830.51
1554.13	2837.84
1555.69	2846.21
1557.24	2831.56
1558.79	2829.47
1560.35	2830.51
1561.90	2839.93
1563.45	2826.33
1565.00	2824.23
1566.55	2831.56
1568.10	2831.56
1569.66	2831.56
1571.21	2834.70
1572.76	2834.70
1574.31	2835.74
1575.86	2830.51
1577.40	2820.05
1578.95	2825.28
1580.50	2828.42
1582.05	2822.14
1583.60	2813.77
1585.15	2802.26
1586.69	2822.14
1588.24	2830.51
1589.79	2825.28
1591.34	2809.58
1592.88	2828.42
1594.43	2802.26
1595.97	2819.00
1597.52	2820.05
1599.06	2813.77
1600.61	2811.68
1602.15	2826.33
1603.70	2805.40
1605.24	2808.54
1606.79	2807.49
1608.33	2795.98
1609.87	2795.98
1611.41	2811.68
1612.96	2805.40
1614.50	2791.80
1616.04	2795.98
1617.58	2798.07
1619.12	2788.66
1620.67	2800.17
1622.21	2779.24
1623.75	2801.21
1625.29	2780.29
1626.83	2786.56
1628.37	2795.98
1629.90	2777.15
1631.44	2779.24
1632.98	2780.29
1634.52	2763.54
1636.06	2772.96
1637.59	2779.24
1639.13	2763.54
1640.67	2758.31
1642.21	2748.89
1643.74	2745.75
1645.28	2730.06
1646.81	2723.78
1648.35	2733.20
1649.88	2712.27
1651.42	2712.27
1652.95	2703.90
1654.49	2720.64
1656.02	2696.57
1657.55	2691.34
1659.09	2673.55
1660.62	2693.43
1662.15	2685.06
1663.68	2687.16
1665.22	2674.60
1666.75	2681.92
1668.28	2674.60
1669.81	2695.53
1671.34	2676.69
1672.87	2682.97
1674.40	2681.92
1675.93	2671.46
1677.46	2659.95
1678.99	2659.95
1680.52	2665.18
1682.04	2681.92
1683.57	2662.04
1685.10	2664.13
1686.63	2661.00
1688.15	2661.00
1689.68	2651.58
1691.21	2652.62
1692.73	2658.90
1694.26	2665.18
1695.78	2645.30
1697.31	2645.30
1698.83	2643.21
1700.36	2650.53
1701.88	2640.07
1703.40	2657.86
1704.93	2646.35
1706.45	2642.16
